idno,ipcrtiva,impricha,ipeqopta,ipshabta,impsafea,impdiffa,ipfrulea,ipudrsta,ipmodsta,ipgdtima,impfreea,iphlppla,ipsucesa,ipstrgva,ipadvnta,ipbhprpa,iprspota,iplylfra,impenva,imptrada,impfuna
78528,3,3,2,2,2,3,1,2,2,3,2,2,2,2,3,2,2,2,1,1,5
78532,2,5,2,3,2,4,5,3,3,3,3,2,6,2,6,1,5,3,2,2,6
78566,3,6,2,5,2,4,3,2,2,4,2,4,5,2,6,2,5,4,2,2,3
78568,5,5,1,5,2,5,2,3,1,3,5,2,2,2,5,1,5,1,1,1,3
78618,1,4,2,4,4,3,3,1,3,1,2,3,3,2,1,2,4,2,1,5,4
78647,4,5,2,5,1,5,4,1,1,4,2,1,4,1,6,1,1,1,1,1,6
78670,2,3,1,3,1,4,4,1,2,2,1,1,2,1,5,1,3,1,1,1,4
78672,1,3,2,2,4,1,5,2,5,2,2,3,2,5,2,4,3,3,2,5,2
78709,2,5,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2
78711,5,5,2,5,1,1,4,1,3,2,5,2,3,5,6,2,4,2,3,2,4
78723,1,5,1,3,1,1,5,1,1,5,2,2,1,2,1,1,2,2,2,1,2
78758,3,4,4,5,2,3,2,3,2,4,4,4,5,3,5,1,2,3,2,2,2
78771,2,5,1,4,1,2,1,1,1,2,1,1,3,1,5,1,1,1,1,1,1
78798,5,6,2,88,2,4,3,2,5,2,2,2,3,1,4,4,2,2,1,2,4
78805,6,4,1,4,1,4,3,1,4,2,1,2,2,1,2,1,1,1,1,1,5
78813,2,5,2,5,4,4,5,2,5,2,2,2,2,3,2,3,5,2,2,3,2
78833,1,5,2,2,1,3,5,1,2,1,1,1,2,1,4,2,1,1,1,3,3
78835,2,6,2,3,2,2,3,2,2,2,2,2,2,2,5,2,2,2,2,2,2
78889,4,3,2,2,2,2,5,4,2,3,5,4,2,1,3,2,1,1,3,1,3
78910,1,3,1,4,1,4,3,2,2,2,2,2,3,1,4,2,4,1,3,2,2
78918,5,6,3,5,3,5,1,2,2,4,2,1,3,2,2,3,2,1,5,1,6
78925,4,5,2,5,2,5,2,2,2,4,2,2,5,2,5,2,5,4,2,2,4
78930,3,5,1,4,1,3,6,2,1,2,4,3,3,3,4,1,2,2,2,2,1
78932,2,3,2,2,1,5,2,2,2,88,2,2,2,2,6,2,2,2,2,2,5
78935,5,6,3,5,1,5,3,3,3,4,4,5,5,1,6,1,3,3,2,5,2
78941,5,5,1,1,1,3,1,1,1,3,1,1,1,1,5,1,1,1,1,3,3
78954,2,2,2,2,1,2,4,1,3,1,1,3,1,2,2,1,1,2,2,3,2
78961,2,3,2,2,1,2,5,2,5,4,2,2,2,1,2,1,2,2,2,2,1
78965,3,3,3,2,4,4,4,3,3,3,2,2,2,3,2,3,3,3,2,3,2
78967,2,4,2,3,1,1,5,2,2,1,1,2,1,88,1,3,4,1,3,2,1
78993,2,6,1,3,3,5,6,2,1,1,2,3,5,3,6,1,3,2,2,4,3
79018,6,6,2,6,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2
79034,1,4,1,2,1,2,5,2,2,2,1,2,2,2,5,2,1,2,2,2,3
79053,2,3,2,4,2,3,2,3,3,3,2,2,2,2,5,2,3,2,4,2,3
79087,1,6,1,5,1,6,6,1,5,5,6,1,4,1,6,2,6,1,1,1,6
79098,2,4,2,4,2,5,6,3,2,5,5,2,2,2,6,1,3,2,2,3,6
79130,4,1,2,2,2,5,2,4,5,1,3,4,2,2,5,2,2,3,2,3,2
79141,3,3,1,5,1,5,2,1,1,3,1,2,2,1,5,1,3,1,1,1,3
79159,5,5,2,5,2,5,2,2,2,5,2,2,5,2,5,2,5,2,2,2,5
79179,3,6,1,3,1,4,5,1,1,1,1,1,1,1,6,1,1,1,1,1,1
79213,4,6,2,5,2,5,2,2,2,5,2,2,5,2,5,2,5,2,2,2,6
79229,2,5,2,6,4,5,5,2,2,5,4,3,5,2,5,5,5,3,1,5,3
79231,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
79233,5,5,4,4,2,6,88,3,4,3,3,2,3,3,6,2,3,4,3,2,5
79235,3,4,2,5,2,2,4,1,2,4,1,1,4,2,4,5,4,2,2,4,4
79248,1,5,2,5,2,4,4,2,2,2,3,3,4,3,5,2,5,2,2,2,3
79325,1,3,1,1,1,2,2,1,1,1,2,2,3,1,3,1,1,2,3,1,2
79423,2,4,1,5,1,4,5,2,2,3,2,2,5,3,5,3,5,1,1,2,4
79427,1,5,2,5,2,2,5,2,3,3,2,2,3,2,5,2,5,2,2,3,3
79428,2,1,1,4,2,1,2,3,3,2,1,3,2,4,1,2,3,2,3,3,1
79475,1,3,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2
79497,2,2,1,1,1,2,6,5,4,1,1,2,2,2,5,3,2,1,2,4,3
79498,1,5,1,2,3,3,2,2,5,2,2,2,2,2,4,1,2,1,2,1,2
79592,2,6,2,6,2,6,3,2,6,6,2,2,6,2,6,6,6,2,2,2,6
79598,4,5,2,4,1,5,3,2,2,3,1,1,4,3,5,2,4,2,1,1,6
79609,2,4,1,3,1,5,6,2,5,2,1,3,1,1,5,4,4,1,1,4,5
79669,4,4,4,3,3,4,4,3,88,4,3,3,3,2,5,1,2,2,3,3,77
79692,2,5,2,4,2,1,2,2,2,2,3,2,5,5,5,2,2,2,2,2,3
79706,5,5,4,5,2,2,3,2,2,2,2,2,5,3,5,2,2,2,2,2,6
79734,4,5,1,5,4,3,5,1,4,4,2,2,3,2,5,2,6,2,1,2,2
79781,1,3,2,4,2,3,2,3,3,5,5,4,5,2,5,1,1,2,2,2,3
79793,5,5,1,5,2,5,3,2,2,2,2,2,2,2,5,2,5,2,2,2,5
79803,1,5,2,5,2,5,2,3,2,2,2,2,5,1,5,2,5,2,1,2,1
79811,1,3,2,3,2,3,4,2,3,2,1,1,3,2,4,2,2,2,3,2,2
79836,3,5,2,3,2,4,4,2,2,4,2,3,3,2,5,3,3,3,2,3,3
79849,2,1,2,1,1,3,4,2,3,1,2,2,2,2,5,1,1,1,1,2,4
79892,2,2,2,3,1,5,3,4,2,4,1,3,2,1,5,2,1,3,3,1,5
79939,2,5,2,5,2,5,2,2,3,6,2,2,3,3,5,2,5,2,2,1,5
79949,3,3,2,2,2,2,5,2,3,3,2,2,2,2,2,1,3,1,2,3,2
79960,3,3,2,5,2,2,3,2,2,5,4,2,4,4,5,2,5,2,3,2,2
79970,5,6,1,5,2,5,2,3,1,4,3,1,4,2,6,1,2,2,2,1,6
79978,5,5,1,5,1,5,5,4,2,3,2,3,5,2,5,2,5,2,2,6,3
79985,4,5,4,4,3,4,3,4,5,3,4,3,4,3,4,3,3,4,3,3,4
79996,4,6,1,2,1,2,2,3,3,1,2,3,3,1,3,2,1,1,1,2,2
80011,2,3,1,2,1,4,5,2,2,2,3,3,1,2,5,1,3,1,3,3,4
80048,2,5,2,4,2,4,3,3,3,1,4,2,5,4,5,1,1,1,1,1,3
80057,2,5,1,3,2,3,2,2,2,2,2,3,3,2,5,2,3,2,2,3,3
80104,2,5,2,2,3,5,3,2,1,2,2,2,3,2,5,2,2,1,2,2,2
80110,1,3,2,2,2,1,3,3,5,3,2,2,1,2,2,2,1,2,3,2,3
80118,4,5,3,5,5,3,4,2,3,4,1,3,4,5,5,2,5,3,3,3,5
80174,1,5,2,4,3,3,5,2,2,5,3,2,3,2,5,2,5,2,2,3,5
80187,3,2,2,2,2,5,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2
80202,1,5,1,2,1,6,4,3,1,3,1,1,4,2,6,1,3,1,1,1,4
80205,2,3,1,4,1,4,4,2,2,2,2,1,3,2,4,1,3,1,3,2,2
80216,5,5,4,4,2,2,3,2,1,2,3,2,2,4,5,2,4,2,1,1,4
80229,2,3,1,1,1,3,1,2,4,2,1,1,1,2,5,2,3,1,2,3,3
80282,2,5,1,3,2,2,3,2,2,3,2,2,5,2,5,2,3,2,2,2,3
80298,2,1,4,1,1,5,3,1,1,1,1,1,1,1,4,1,1,1,1,1,2
80352,1,2,2,2,2,2,5,2,3,2,2,2,2,2,6,2,3,2,2,2,2
80366,5,5,2,5,3,6,1,3,2,5,3,2,5,2,5,1,2,2,2,3,6
80448,2,5,5,5,2,5,5,3,3,3,5,3,3,5,5,2,5,3,3,2,2
80451,5,5,2,4,2,5,5,2,5,3,5,4,5,2,5,2,2,3,2,3,5
80477,5,5,5,5,5,5,5,2,4,4,4,4,3,4,2,3,3,3,2,3,3
80504,2,5,1,5,1,5,2,1,1,4,2,2,5,2,5,1,4,2,3,1,4
80546,1,3,1,5,2,2,6,1,5,3,1,1,2,5,3,3,3,2,2,6,4
80574,6,6,3,88,3,5,88,3,2,6,3,2,5,3,6,1,1,1,2,2,6
80576,3,4,3,2,2,5,88,3,4,4,1,3,4,3,5,1,1,1,2,3,5
80595,4,5,4,5,2,5,4,4,2,4,5,4,5,5,6,4,4,4,4,4,5
80709,3,3,4,4,3,4,4,4,3,2,2,2,4,2,4,4,3,2,2,3,5
80750,3,5,1,3,2,6,5,3,2,4,1,3,4,3,6,2,5,4,2,1,5
80759,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
80761,2,4,1,3,1,4,3,2,2,3,3,2,1,1,3,2,2,1,1,2,5
80777,4,3,1,4,2,4,3,2,2,2,1,1,4,2,5,1,4,1,3,3,4
80786,2,6,1,6,2,5,5,2,1,4,1,1,2,5,5,3,6,1,2,2,4
80787,6,4,1,6,1,5,2,3,2,3,2,4,3,1,1,2,2,2,2,6,2
80789,2,6,2,3,1,4,2,4,1,2,2,2,2,2,5,2,2,2,2,1,2
80833,4,5,2,5,4,6,2,2,1,3,5,1,3,4,5,2,4,2,5,6,5
80860,1,3,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
80886,5,5,3,5,1,5,2,3,1,5,5,4,5,2,5,2,3,3,3,1,5
80895,3,5,1,4,1,5,1,1,1,1,2,1,2,1,5,2,4,1,3,1,2
80896,2,3,1,2,2,2,5,2,3,2,2,2,2,2,3,2,2,2,2,2,2
80901,3,5,2,5,2,3,1,1,2,3,2,2,3,3,3,2,1,2,2,2,2
80925,6,6,1,6,3,6,6,3,3,6,4,5,5,4,6,4,5,4,4,3,6
80935,1,4,2,2,1,2,6,2,5,3,2,1,1,2,2,4,3,1,1,5,4
80966,2,4,1,4,1,2,2,2,2,2,2,1,2,2,5,2,5,1,2,5,2
80972,2,4,1,4,1,5,3,2,2,2,2,2,3,2,4,2,4,2,3,2,4
80974,4,5,1,5,2,5,3,2,3,2,2,1,5,2,5,3,5,1,2,2,2
80995,2,5,2,2,2,2,2,2,2,5,2,2,5,2,6,2,5,2,2,2,2
80998,6,6,2,4,1,1,3,2,2,3,2,3,3,2,5,2,2,2,2,1,2
81026,2,1,3,1,1,3,6,3,5,1,1,1,1,1,2,3,2,1,5,1,4
81043,2,5,3,3,3,3,3,77,77,77,77,77,77,77,77,77,77,77,77,77,77
81057,2,5,1,3,2,4,2,2,1,4,1,2,5,2,5,3,6,2,2,3,4
81076,4,5,2,5,5,5,5,3,4,5,4,5,5,4,5,4,3,2,3,3,5
81093,2,4,2,2,2,4,3,3,5,3,2,2,2,2,5,2,2,2,2,3,3
81129,3,77,3,3,2,4,2,2,3,4,3,2,3,3,5,1,1,2,2,3,5
81139,4,3,3,2,4,2,5,4,5,2,2,3,3,4,4,4,3,4,3,4,2
81159,3,5,1,5,1,5,1,2,3,4,4,1,3,1,4,1,3,2,2,2,4
81166,2,5,2,5,2,3,5,2,3,2,2,2,3,3,5,3,5,2,3,5,4
81172,2,5,2,5,2,2,5,2,2,2,5,2,5,2,5,2,2,2,2,2,2
81175,2,4,2,4,4,2,3,3,4,4,2,2,3,3,3,3,3,3,3,3,3
81207,2,5,5,4,1,2,1,2,2,2,1,1,5,2,5,1,5,2,1,1,2
81209,3,3,2,5,2,2,4,2,2,2,2,2,3,2,3,2,3,2,2,2,2
81236,3,3,2,3,2,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3
81291,2,5,2,2,2,5,5,2,5,3,2,2,5,2,2,2,2,2,2,2,5
81312,1,3,1,3,2,3,2,2,2,3,1,1,3,1,1,3,3,1,2,1,1
81314,2,4,1,4,1,5,2,1,1,1,1,1,1,1,5,1,3,1,1,1,4
81332,5,5,4,5,2,5,2,3,2,5,5,5,5,2,5,2,4,4,4,4,5
81376,1,2,3,1,6,3,2,3,5,2,2,2,1,3,1,4,3,1,5,5,1
81383,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,4,5,4,5,5,5
81426,2,6,1,3,2,5,2,2,1,3,1,5,5,5,5,1,4,1,1,2,2
81444,6,5,2,5,1,6,3,2,1,4,2,1,4,1,6,1,2,1,1,1,6
81455,2,5,3,4,2,5,3,3,2,3,3,4,5,2,6,2,2,4,4,2,5
81463,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2
81485,5,5,2,5,2,2,5,2,4,2,3,2,5,2,5,3,4,4,2,2,4
81505,1,1,3,2,1,5,4,5,5,2,1,4,1,2,5,2,2,2,2,2,3
81511,2,5,2,2,2,4,6,5,2,2,2,2,4,4,5,2,2,2,2,2,4
81514,4,5,2,2,2,4,4,2,4,2,2,4,4,2,6,2,2,3,2,3,6
81545,2,1,1,1,1,2,1,1,2,3,2,2,2,2,2,2,1,3,3,2,2
81562,4,6,2,5,2,1,2,1,1,2,3,1,2,3,4,1,4,1,1,1,1
81578,4,5,1,1,3,4,3,1,1,1,4,3,1,3,4,3,6,1,2,2,4
81579,3,4,2,3,3,5,5,2,2,5,3,2,3,2,5,1,2,1,1,1,5
81605,3,4,2,5,1,1,3,2,2,2,3,2,5,2,6,1,1,1,1,6,4
81617,2,2,2,2,2,2,2,2,3,1,1,2,2,2,88,2,2,77,2,2,3
81641,1,4,2,3,2,2,3,2,2,2,3,2,2,2,4,2,3,2,2,2,3
81642,4,6,1,6,3,5,2,2,1,5,3,2,5,4,6,2,5,2,2,2,5
81646,5,2,2,1,2,5,5,3,2,2,5,3,5,2,5,1,4,3,1,1,5
81682,1,4,4,3,2,3,2,1,4,4,2,2,3,2,4,5,2,2,4,4,4
81683,2,3,1,1,1,4,2,1,4,1,1,4,1,2,4,1,1,1,1,1,4
81690,2,5,5,5,3,4,5,2,2,2,5,2,5,2,5,2,5,2,2,2,2
81712,1,4,1,2,2,2,3,3,3,1,2,1,3,2,4,2,4,2,2,1,4
81742,4,4,3,3,4,88,4,3,5,4,2,2,3,2,5,2,2,2,1,2,5
81765,3,4,1,1,1,3,1,1,2,1,1,1,2,1,5,1,2,1,1,1,1
81770,1,3,1,3,1,1,1,1,3,1,3,1,3,1,1,3,1,3,1,3,1
81786,4,5,2,4,4,4,2,3,2,5,3,2,4,3,5,2,2,2,2,2,5
81822,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,2,3,2,2,2
81847,6,6,2,6,2,6,2,2,2,5,3,3,6,2,6,2,5,3,2,2,6
81851,2,5,1,3,1,5,2,2,2,2,2,1,5,2,5,2,3,1,2,2,2
81875,4,5,1,5,2,5,3,2,2,2,2,2,2,2,6,3,3,3,3,2,5
81911,3,5,2,2,2,5,2,2,1,4,5,2,2,2,5,2,2,2,2,2,2
81921,3,3,1,5,1,5,5,2,2,4,2,1,3,4,6,1,4,2,1,1,3
81965,3,6,2,4,2,5,4,2,2,5,3,2,4,2,5,3,5,2,2,2,5
82001,6,5,3,4,1,6,3,3,1,4,2,2,5,1,6,1,2,1,3,1,6
82029,3,4,3,4,2,5,3,3,4,3,3,2,4,2,6,3,1,1,2,2,5
82043,5,5,2,5,2,5,2,2,2,3,4,3,5,2,5,3,5,3,2,2,3
82107,2,5,2,3,2,4,5,3,4,5,3,2,2,4,4,2,3,2,3,2,3
82111,2,4,1,3,1,3,1,1,1,1,3,1,3,1,6,1,3,2,1,2,3
82119,3,2,2,2,3,3,3,3,3,3,3,3,3,4,4,3,4,3,2,2,2
82128,2,5,2,2,1,4,1,2,1,2,2,2,2,2,5,1,1,1,1,1,3
82131,6,6,1,6,1,6,2,3,2,5,5,1,6,2,6,1,2,2,2,1,6
82162,5,5,4,3,4,3,4,3,3,5,2,3,4,3,5,2,2,2,2,3,5
82178,1,5,2,2,2,3,2,2,2,2,2,2,4,2,5,2,2,2,2,2,2
82198,2,5,1,2,2,4,1,2,1,2,2,2,2,2,5,2,2,2,1,2,2
82244,4,2,5,4,2,5,3,5,2,4,2,5,2,4,4,1,5,2,4,2,3
82295,3,4,4,3,4,4,4,3,3,4,4,2,3,2,5,1,1,3,2,2,4
82316,4,6,3,5,2,6,3,1,1,5,4,2,2,2,6,2,5,4,2,2,6
82334,2,5,2,4,3,4,2,2,2,3,2,2,4,3,6,2,6,2,2,2,2
82376,5,5,2,5,2,5,2,4,2,4,2,2,5,1,6,3,4,3,4,3,3
82379,3,4,2,5,1,6,1,4,2,3,3,1,5,3,5,1,3,2,3,5,4
82424,1,6,1,2,3,1,5,1,3,4,1,1,1,1,3,1,1,1,1,1,1
82429,5,5,5,2,2,5,2,2,2,3,2,5,5,2,5,2,5,4,5,5,5
82456,4,5,2,3,1,5,2,2,2,2,2,2,2,2,5,2,4,2,2,2,2
82463,3,6,2,3,1,5,5,2,1,5,2,1,3,1,6,2,2,2,2,3,5
82472,3,5,3,2,2,5,3,2,2,3,2,2,4,2,5,2,4,2,2,2,5
82481,1,4,1,2,2,5,2,2,2,4,2,1,4,1,6,1,3,2,1,1,5
82502,6,6,1,4,1,6,2,2,1,5,4,2,5,1,6,1,2,1,2,1,6
82515,1,2,2,3,1,1,3,1,3,1,1,1,1,3,2,2,3,1,2,2,1
82550,2,5,2,2,2,2,2,2,2,3,3,2,2,2,5,2,2,2,2,2,4
82598,1,5,1,5,1,5,5,1,1,5,1,1,5,1,5,2,5,2,2,2,5
82656,2,1,3,2,6,2,1,3,1,1,5,3,2,5,2,5,2,1,5,2,1
82666,5,6,2,5,2,4,3,4,1,5,4,2,5,2,5,2,4,1,2,2,6
82682,3,5,2,2,2,2,5,2,2,2,2,2,3,2,5,2,2,2,2,2,5
82687,3,4,1,2,1,5,6,3,3,3,1,1,4,2,5,3,3,1,3,3,5
82706,4,3,2,2,2,2,5,4,2,2,2,2,2,2,5,2,2,2,2,2,2
82715,4,5,2,2,4,3,4,1,5,4,2,2,2,2,4,2,4,2,1,4,4
82748,3,5,2,2,2,2,1,2,1,2,2,2,2,2,4,3,5,2,1,2,2
82780,2,5,1,5,1,4,2,2,1,3,3,3,5,4,5,2,5,3,2,4,3
82794,4,5,2,5,2,5,2,5,5,1,1,6,6,1,6,2,2,1,4,2,5
82807,6,5,1,2,1,5,5,2,2,2,2,2,2,1,5,1,1,1,1,2,3
82819,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
82823,5,6,2,5,2,5,3,2,2,3,2,2,4,2,5,2,5,2,3,1,5
82827,5,5,2,3,3,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3
82834,2,5,2,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
82905,4,5,4,5,4,5,3,5,5,5,2,2,2,3,5,5,5,3,4,3,3
82911,5,6,2,5,2,2,2,2,2,2,3,2,3,2,5,2,5,2,2,2,5
82926,2,5,2,4,2,4,3,3,4,3,3,4,3,3,3,1,3,1,3,4,3
82990,2,5,1,3,1,3,1,1,1,3,2,3,5,1,5,1,3,1,1,1,3
83073,2,5,1,5,2,5,2,2,1,3,5,3,5,2,6,1,3,2,1,5,5
83088,2,5,1,1,1,2,4,2,2,4,1,2,4,1,5,1,1,1,3,2,2
83131,2,5,2,5,2,5,2,2,2,2,2,2,2,2,6,2,4,2,2,2,5
83133,6,6,3,4,2,6,3,2,1,5,6,6,6,1,6,1,2,2,3,1,6
83138,3,5,2,3,1,4,4,2,4,1,1,2,3,4,4,2,3,1,3,2,1
83174,2,3,2,3,2,4,3,2,2,2,2,2,2,1,3,2,2,2,2,2,4
83179,1,3,2,3,1,3,5,2,3,1,1,1,3,1,2,2,2,2,3,3,1
83192,5,6,2,5,1,5,2,1,4,3,5,3,5,2,6,1,3,4,4,1,6
83197,1,2,1,1,1,2,3,2,3,1,1,2,1,2,3,2,1,1,1,2,3
83204,3,3,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2
83234,1,5,1,3,2,1,5,1,5,5,3,2,3,1,5,5,6,2,1,4,5
83244,4,4,3,3,4,3,5,4,4,2,4,3,2,2,4,3,4,2,2,2,2
83280,2,5,1,5,1,5,3,1,5,5,4,1,5,1,5,2,5,1,1,1,5
83299,2,5,2,4,5,5,5,1,2,1,1,1,6,1,5,3,5,1,1,1,4
83324,2,6,3,5,3,5,5,2,4,5,1,1,2,2,6,4,3,1,1,1,5
83391,3,5,2,4,2,1,3,1,2,3,2,2,3,3,5,2,5,2,3,2,2
83397,3,5,2,4,2,6,2,2,2,4,4,4,5,2,6,2,5,3,3,3,5
83400,3,4,1,2,1,4,4,2,2,3,2,1,1,1,6,1,2,1,1,2,5
83404,3,4,2,3,1,5,3,1,1,4,1,1,3,2,6,2,4,2,3,4,6
83415,3,6,2,5,1,6,2,4,2,5,4,3,5,1,6,1,4,3,4,1,5
83423,3,4,2,3,2,5,2,2,2,5,3,2,3,2,5,2,3,2,2,2,5
83425,5,5,2,3,2,5,5,3,3,4,3,3,4,4,5,5,2,2,4,2,5
83501,5,6,2,5,1,6,2,3,1,4,4,1,5,1,5,4,3,1,3,1,4
83515,3,4,3,4,1,5,88,3,4,4,1,2,3,3,5,1,1,1,2,3,4
83519,5,5,1,6,1,3,5,1,2,4,1,1,5,5,5,1,5,1,1,3,5
83676,5,6,3,3,2,5,6,3,4,3,1,3,2,1,5,3,2,3,4,1,4
83679,3,5,2,2,1,6,3,5,1,2,1,1,3,1,6,2,6,1,1,1,6
83721,4,5,2,2,1,6,1,1,1,1,1,1,1,1,6,1,2,1,1,5,4
83773,1,5,4,5,2,2,2,2,2,2,1,2,5,1,5,2,5,2,2,2,2
83796,1,5,1,1,1,5,5,1,4,4,1,1,3,1,6,1,3,2,1,1,5
83810,1,4,3,5,2,5,3,4,2,5,3,2,6,2,5,3,6,1,5,3,3
83833,4,6,2,3,1,1,6,3,1,3,3,1,1,1,3,1,6,1,1,3,4
83839,88,77,2,4,2,5,88,3,2,5,3,2,3,2,6,2,1,2,3,3,6
83850,1,3,2,4,1,1,1,1,1,1,1,3,2,2,1,1,2,1,1,1,1
83876,3,4,2,2,1,5,2,2,4,2,2,1,1,1,5,2,2,1,2,1,3
83881,3,4,2,1,2,4,2,2,3,4,2,1,2,1,4,2,1,1,2,1,3
83892,2,1,5,3,2,2,5,4,3,1,1,3,1,3,3,1,2,3,4,3,1
83927,5,5,1,5,1,5,3,1,6,6,3,3,6,1,6,3,3,1,1,1,6
83941,4,3,2,3,2,5,5,3,3,4,1,3,2,4,6,2,3,3,3,2,5
83949,6,5,1,3,1,6,3,2,1,4,1,1,3,1,6,1,1,1,1,1,6
83990,3,5,2,4,2,4,5,3,2,4,3,2,5,5,5,3,5,2,2,5,2
84013,5,5,2,2,2,5,5,2,5,5,5,2,2,2,2,5,3,2,2,5,5
84028,6,4,1,5,1,5,3,1,1,4,3,3,3,1,6,2,3,2,2,2,3
84044,3,5,4,5,2,5,5,2,3,4,5,2,3,2,5,2,5,2,2,3,3
84049,4,4,2,4,1,5,1,1,1,2,2,1,2,1,6,1,3,1,1,1,2
84120,2,5,2,3,3,1,5,2,5,5,1,2,2,2,4,4,5,2,2,2,4
84130,3,77,3,4,2,4,4,3,4,4,2,3,4,3,5,2,2,3,3,3,5
84169,4,6,1,3,2,5,4,2,2,5,2,2,4,1,5,4,4,1,1,1,3
84180,5,5,3,5,3,5,4,2,2,2,2,2,5,2,5,2,2,2,2,2,2
84205,2,2,2,3,1,3,2,1,5,3,2,1,3,1,5,1,2,2,1,1,3
84254,4,6,2,6,4,6,3,2,2,4,3,4,6,3,6,2,5,4,3,2,2
84259,1,2,2,1,2,3,4,1,5,4,1,3,1,2,3,1,1,1,1,1,2
84288,4,4,3,3,2,5,88,3,4,5,2,2,4,2,5,1,1,2,2,3,5
84318,4,3,3,4,2,88,88,3,4,4,3,3,4,3,4,2,1,1,3,3,4
84332,4,4,4,4,4,4,4,2,5,3,3,5,1,1,5,2,1,1,1,1,4
84345,5,2,4,6,4,1,5,5,5,1,2,2,4,5,1,5,2,3,6,6,1
84353,2,1,3,4,1,3,3,2,1,2,3,2,1,2,5,1,5,1,3,2,3
84355,2,4,1,3,1,3,3,2,2,2,1,1,2,1,2,1,3,1,1,3,3
84385,5,4,2,5,2,4,3,2,3,2,3,4,5,2,5,2,5,2,2,3,2
84404,3,4,3,4,2,5,3,3,4,4,2,2,2,2,5,1,1,1,2,2,77
84415,2,5,5,2,2,2,2,2,5,2,5,2,5,2,5,2,2,5,2,2,2
84433,4,5,3,5,4,5,88,3,3,6,3,4,4,4,5,2,2,2,3,4,5
84446,3,3,2,2,2,4,3,3,2,2,2,2,3,2,4,2,2,2,1,1,4
84531,3,5,2,3,2,4,3,2,3,4,3,1,3,1,6,2,2,2,1,3,5
84534,6,6,4,3,4,3,4,4,3,5,2,2,3,4,5,3,2,1,2,2,5
84576,3,2,2,2,2,2,3,3,3,3,3,3,1,2,3,2,1,1,2,2,3
84587,3,5,5,4,4,4,4,3,2,2,4,3,4,1,5,3,3,3,3,4,4
84626,2,3,2,3,6,4,5,3,1,3,1,3,2,4,4,3,3,2,5,3,4
84729,1,1,3,1,1,2,5,2,3,1,1,2,1,3,3,3,5,1,2,2,2
84730,4,6,2,3,2,5,3,2,4,4,2,2,4,1,6,2,2,2,2,2,5
84755,3,3,3,4,1,1,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3
84771,5,5,1,3,1,6,4,3,2,3,3,3,3,3,6,1,1,1,1,1,5
84773,5,6,77,5,2,5,3,2,2,2,5,2,5,2,5,2,1,4,2,1,3
84777,5,5,2,5,2,5,3,2,5,3,2,1,3,2,5,2,2,2,2,2,5
84805,3,4,2,3,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4
84844,4,3,4,4,3,88,77,3,77,4,2,3,3,2,5,1,1,1,3,3,5
84845,2,3,2,3,2,2,2,2,2,3,2,2,3,2,4,3,2,3,2,2,2
84984,2,4,2,2,3,4,4,2,1,3,2,2,2,3,5,3,5,3,2,2,3
84997,2,5,2,3,1,2,2,2,2,2,2,2,4,1,5,2,2,2,2,3,2
85003,5,4,2,5,3,5,3,5,3,5,3,5,2,3,3,6,2,5,2,3,6
85019,4,3,3,3,2,4,4,4,6,3,3,2,1,1,6,3,2,2,3,2,5
85033,2,5,1,2,1,1,4,1,3,4,1,2,3,1,6,1,3,1,2,3,6
85043,1,6,1,4,3,1,4,1,5,1,1,1,2,1,3,4,6,1,2,3,4
85079,6,5,4,4,4,4,4,4,4,3,2,2,2,2,6,3,3,2,3,3,3
85085,6,6,1,6,1,6,4,1,1,4,6,2,6,2,6,1,2,2,5,1,6
85101,1,2,1,1,1,3,3,1,3,2,1,1,1,1,3,1,1,1,1,1,1
85104,3,4,2,5,2,5,2,2,2,3,4,2,4,2,5,2,5,2,2,2,2
85127,1,4,1,2,1,4,3,1,2,2,2,1,3,2,6,2,4,1,1,3,4
85128,4,5,2,5,2,3,2,2,2,2,2,2,5,2,5,1,2,2,2,2,2
85147,2,5,1,2,1,3,4,2,3,1,2,1,1,1,5,1,1,1,3,3,5
85177,6,5,5,5,2,5,5,3,3,4,5,4,6,4,6,1,3,4,4,4,6
85199,4,5,1,2,1,3,4,1,1,4,1,2,2,2,3,1,4,2,1,2,5
