idno,ipcrtiva,impricha,ipeqopta,ipshabta,impsafea,impdiffa,ipfrulea,ipudrsta,ipmodsta,ipgdtima,impfreea,iphlppla,ipsucesa,ipstrgva,ipadvnta,ipbhprpa,iprspota,iplylfra,impenva,imptrada,impfuna
70551,1,4,1,2,2,1,5,2,2,1,1,2,1,2,4,3,2,1,2,2,5
70562,1,4,1,2,2,2,5,2,2,1,1,2,1,2,3,1,2,2,3,2,1
70596,2,6,2,3,2,5,3,2,5,2,2,2,4,2,5,3,3,2,2,2,5
70612,5,5,88,4,3,6,88,3,4,5,3,3,88,3,6,1,2,2,3,4,6
70615,6,6,1,6,1,6,1,2,1,1,1,5,6,1,6,6,6,3,1,6,4
70622,1,5,1,3,1,4,3,1,3,3,3,3,3,1,5,2,2,2,2,4,5
70626,1,3,1,3,3,5,5,1,3,1,1,1,3,3,2,3,3,1,1,6,3
70643,2,3,2,1,1,4,6,3,3,2,1,1,1,1,5,3,2,1,3,4,3
70646,1,5,2,2,2,2,2,1,1,1,1,2,2,2,5,2,5,2,2,1,2
70680,3,5,1,2,2,1,3,3,3,4,2,2,2,2,4,2,3,1,1,2,3
70695,2,3,1,4,1,5,2,1,2,4,2,1,4,1,5,1,4,2,2,2,4
70739,5,5,5,4,2,5,3,3,4,3,2,3,5,3,5,3,2,3,1,2,5
70763,5,5,2,5,2,5,2,2,2,4,3,3,5,3,6,2,5,2,2,2,4
70786,3,5,2,4,2,3,5,2,3,2,3,1,3,2,4,2,2,2,3,3,4
70839,2,4,1,1,2,3,4,2,4,4,2,2,1,1,4,1,2,1,2,1,3
70882,3,3,2,3,1,5,2,2,2,3,3,2,2,2,5,2,2,2,2,2,2
70896,3,3,1,3,1,4,3,1,2,2,1,1,3,1,5,2,3,1,2,2,4
70897,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,4
70914,2,2,2,3,2,2,3,2,2,2,1,2,2,2,3,2,3,2,2,2,2
70917,2,2,1,2,1,4,2,2,3,3,2,2,2,1,5,1,2,1,2,4,3
70926,2,5,1,5,2,6,3,1,3,3,1,1,3,4,6,2,5,1,3,2,5
70955,2,4,2,2,2,2,3,3,4,3,2,2,5,2,1,3,4,3,1,3,2
70956,1,6,1,2,1,1,3,1,1,1,3,2,1,1,5,1,1,1,1,1,6
71009,2,6,1,1,1,3,5,1,1,2,1,1,3,1,5,1,1,1,1,2,3
71058,5,5,2,4,1,5,4,2,2,5,3,2,3,88,5,3,4,2,5,5,2
71092,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2
71139,1,4,2,3,3,3,2,1,1,1,1,1,1,1,5,1,3,4,4,1,4
71162,4,2,5,5,5,2,4,2,4,2,2,3,3,3,3,2,5,2,3,3,1
71166,2,2,2,2,2,4,2,2,3,2,2,2,3,1,5,2,3,2,1,2,2
71196,2,5,5,6,5,3,5,1,2,3,6,3,2,6,3,3,5,3,6,2,3
71198,2,2,2,3,2,3,2,2,2,3,2,2,3,3,3,2,3,2,2,2,3
71242,3,3,3,2,3,3,2,2,3,3,2,2,3,2,4,3,3,2,2,2,5
71258,1,5,2,4,2,5,3,1,1,3,1,1,4,2,5,1,3,1,2,2,4
71265,1,3,1,3,2,4,2,3,2,3,1,2,3,3,4,1,4,2,2,4,3
71281,2,5,3,4,2,5,3,2,2,2,4,2,4,4,3,2,2,2,2,2,4
71289,2,5,2,5,2,3,5,2,3,4,4,2,5,2,5,3,3,3,2,3,3
71357,4,6,3,5,2,3,5,2,2,5,2,2,4,4,5,2,2,2,2,2,4
71389,4,5,1,3,1,6,3,3,3,3,3,2,3,3,6,3,4,3,5,6,3
71396,3,77,3,4,2,5,77,3,3,4,3,3,3,3,5,1,1,2,3,3,5
71399,5,4,5,1,2,3,1,4,5,2,1,3,1,1,5,2,2,2,5,1,5
71406,2,4,2,2,2,4,5,2,5,4,2,2,2,2,5,2,2,2,2,2,3
71414,3,6,4,2,6,3,3,2,4,3,3,3,3,5,6,5,5,3,5,6,6
71506,1,1,1,1,1,1,3,1,5,2,1,2,1,1,1,1,1,1,2,2,1
71556,4,5,3,5,3,2,3,3,2,5,5,2,5,3,5,2,5,3,2,3,5
71561,4,4,4,3,3,5,3,3,4,4,2,3,3,3,4,2,2,3,3,3,4
71611,3,3,4,4,3,4,2,2,2,77,2,3,4,2,5,2,1,2,2,3,5
71612,4,77,3,4,2,4,4,3,77,3,2,2,3,2,77,2,1,2,2,3,77
71677,3,5,2,4,2,2,3,1,2,2,1,1,2,2,4,1,2,1,1,1,1
71683,4,6,1,4,2,5,2,2,2,2,2,2,4,2,6,2,6,2,2,2,2
71687,2,4,1,2,1,3,1,2,1,2,2,1,2,2,5,1,1,1,2,1,2
71690,4,5,1,3,1,6,2,1,3,1,4,1,4,5,5,1,5,1,1,2,4
71696,1,6,1,2,2,4,5,1,1,1,1,1,1,1,6,3,1,1,1,1,3
71731,6,6,4,5,3,6,4,4,3,5,2,3,4,3,6,2,3,2,1,2,5
71735,2,3,2,2,2,2,2,2,2,2,2,1,4,4,1,2,2,2,3,3,2
71738,88,4,3,4,2,4,77,3,4,4,3,3,4,3,6,1,1,2,3,2,6
71779,1,3,1,2,1,2,2,1,2,2,1,1,2,1,3,1,4,1,2,2,2
71802,4,3,1,3,3,1,3,1,4,2,1,1,1,1,4,1,4,1,1,4,1
71838,1,4,1,2,1,1,2,2,2,2,1,1,2,1,4,2,2,2,2,3,5
71871,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2
71902,1,4,1,2,1,4,3,2,1,2,1,1,2,2,5,2,4,2,1,2,5
71940,2,6,1,3,1,4,1,2,1,1,1,1,3,1,5,2,3,1,1,2,2
71942,6,1,1,6,1,4,6,6,6,2,1,5,5,3,6,4,4,5,4,4,2
71945,2,5,1,4,2,2,5,2,2,2,1,2,3,3,5,3,5,2,2,4,4
71962,2,5,2,4,3,5,2,2,2,3,2,2,3,2,5,2,3,2,2,3,5
72018,2,6,1,2,3,3,5,2,1,2,2,3,2,2,3,1,2,2,1,2,2
72055,6,6,1,5,2,6,2,1,1,6,2,1,4,1,6,1,3,2,1,1,6
72106,3,3,1,2,1,2,3,1,2,2,2,1,2,2,4,1,2,1,2,2,1
72108,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
72141,1,5,5,2,2,3,5,2,2,2,2,2,2,2,5,2,2,1,2,2,2
72155,3,4,2,5,3,3,5,2,3,3,2,3,3,2,1,3,5,2,2,2,1
72167,2,5,2,5,1,4,2,2,2,2,2,2,2,1,5,2,2,2,2,2,2
72196,3,2,1,4,1,5,2,2,1,2,6,2,5,1,6,1,4,2,2,5,6
72210,5,6,1,5,2,5,1,4,4,1,1,3,5,3,6,5,3,5,6,6,5
72221,88,77,4,4,3,5,88,3,4,4,2,3,4,3,5,3,2,2,2,3,5
72238,2,3,2,3,1,3,5,1,1,1,1,1,1,1,2,1,1,1,2,1,1
72241,1,5,1,2,2,3,4,2,2,2,2,1,2,2,5,2,2,1,2,2,2
72245,4,5,6,6,1,4,6,6,5,2,3,3,1,2,5,4,3,2,4,4,1
72249,1,5,1,3,1,4,3,2,2,1,1,1,2,1,5,2,5,1,1,1,1
72269,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
72288,3,4,1,4,2,5,2,2,1,4,3,1,4,88,5,1,4,1,2,2,2
72290,4,4,3,4,3,5,5,3,4,3,4,3,3,1,5,1,1,1,2,3,4
72362,2,4,2,5,5,3,4,4,2,6,3,2,5,2,6,2,5,2,4,3,2
72402,1,3,3,4,3,4,5,2,2,2,2,3,2,2,2,2,5,3,1,3,2
72480,3,5,2,4,4,4,4,2,5,4,3,3,4,4,5,4,4,2,2,2,5
72589,4,5,2,5,2,5,5,4,3,6,3,3,5,3,6,3,5,3,3,3,5
72652,2,6,1,3,2,3,3,1,1,2,2,1,3,4,3,2,2,1,2,4,2
72663,1,5,2,3,2,1,2,2,2,1,2,1,2,2,5,2,5,1,2,2,2
72750,2,4,3,2,2,5,3,3,2,5,2,3,2,2,6,2,5,2,2,2,5
72834,2,5,2,5,2,2,5,2,2,2,3,2,3,4,4,2,5,2,2,2,3
72854,3,4,3,3,2,4,88,3,4,4,2,3,3,3,77,1,1,2,2,3,4
72877,1,5,5,4,2,5,3,4,4,1,2,2,3,4,5,3,5,2,2,2,3
72912,1,4,2,2,2,2,5,3,5,1,1,1,2,3,1,1,1,1,2,1,2
72913,5,5,1,2,2,4,3,2,2,5,3,1,4,2,6,2,2,1,1,2,4
72925,1,3,1,4,1,5,3,1,2,2,1,1,4,1,4,1,3,1,3,2,2
72934,4,4,3,4,2,5,77,3,3,4,2,2,3,3,5,1,1,2,2,3,5
72977,4,6,2,4,2,3,2,3,2,2,2,1,3,1,5,2,3,2,1,1,4
73003,1,3,1,5,1,4,4,1,2,2,1,1,3,1,5,2,4,1,2,2,3
73046,5,6,4,4,3,5,4,4,3,4,6,2,4,3,5,3,2,2,1,2,5
73071,3,3,3,3,3,3,3,3,3,3,3,3,1,6,3,3,3,3,3,3,3
73078,1,3,1,2,1,2,2,1,2,2,1,1,2,1,3,2,3,1,2,2,2
73127,1,3,2,1,1,1,4,2,2,6,1,1,1,1,1,1,1,1,1,1,1
73189,2,4,2,2,2,4,4,2,1,3,3,2,2,4,4,2,3,4,3,4,5
73208,1,4,1,2,1,5,6,2,5,3,1,1,2,1,5,3,2,1,1,3,3
73232,5,5,1,3,1,5,3,2,3,5,1,3,3,1,6,2,2,2,2,4,5
73249,2,4,1,1,1,3,5,2,5,3,4,2,3,1,5,2,5,2,1,1,2
73268,2,5,2,5,2,5,2,2,5,2,2,2,4,2,5,2,2,2,2,2,2
73307,4,5,2,5,5,4,4,2,2,3,4,3,4,4,3,2,5,3,3,2,4
73362,5,5,2,1,2,6,6,2,3,1,1,1,2,1,5,1,1,1,1,1,4
73376,6,6,1,1,1,6,2,5,3,3,2,1,2,2,6,1,1,1,3,3,6
73379,5,5,4,3,3,5,3,3,4,4,3,3,4,2,5,2,2,2,2,2,5
73403,1,6,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73530,2,5,2,3,1,5,5,2,5,4,1,1,2,1,6,1,2,1,1,3,2
73543,3,5,2,5,2,3,2,3,3,4,4,2,2,2,5,2,2,2,3,2,3
73549,2,4,1,2,1,4,5,2,2,3,2,2,2,2,5,2,5,2,3,2,3
73574,2,3,3,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
73590,3,5,3,5,2,5,3,4,3,2,3,3,4,3,3,2,3,3,3,2,3
73594,3,3,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,1,1,2
73596,3,2,3,3,2,3,2,2,3,2,2,2,3,3,3,2,2,1,1,1,2
73597,5,5,2,2,1,6,3,4,1,4,2,2,2,1,6,1,3,3,4,1,6
73636,5,5,2,3,2,3,2,3,2,2,4,2,2,2,4,2,3,2,2,2,3
73645,4,5,2,3,3,6,1,1,1,4,3,2,4,2,6,1,2,2,2,1,6
73669,3,3,4,2,4,3,5,4,3,5,3,5,3,5,5,3,6,3,4,2,4
73675,5,5,1,2,2,5,2,2,2,3,1,2,4,2,5,2,2,2,1,2,3
73712,2,3,2,2,2,1,4,2,2,2,3,3,2,2,1,2,2,2,3,3,1
73724,5,5,3,4,3,5,88,4,3,4,3,3,4,3,5,2,2,2,3,3,5
73782,4,6,5,5,6,3,4,1,2,3,5,1,3,3,3,2,4,3,2,2,3
73810,4,4,2,3,1,5,3,2,2,2,2,3,3,2,6,1,1,2,2,1,4
73829,3,5,2,4,1,4,2,2,2,3,4,2,3,2,5,1,3,2,3,4,5
73834,2,2,1,3,2,4,3,2,2,2,2,1,4,2,4,2,3,1,2,2,3
73863,1,4,5,2,1,1,4,2,2,1,1,1,1,4,1,2,2,1,2,2,1
73877,2,5,1,1,1,5,1,1,3,3,1,1,3,1,6,1,1,1,1,1,3
73914,2,2,2,2,1,4,2,2,3,3,2,2,2,2,4,2,2,2,2,2,4
73993,2,4,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2
74014,2,5,2,6,5,3,6,2,6,5,2,3,5,4,3,4,6,2,2,5,4
74057,4,5,1,3,1,4,2,3,2,3,3,1,4,1,2,1,3,1,2,5,3
74066,1,3,1,2,4,1,2,3,5,2,2,2,2,1,2,3,3,2,1,2,1
74109,3,6,1,2,1,5,4,2,1,4,4,1,4,1,6,1,3,1,1,1,6
74159,3,5,3,5,1,1,2,3,2,2,5,2,4,2,3,4,5,3,3,2,2
74161,1,2,3,1,3,2,4,4,5,2,1,3,1,2,1,3,2,1,2,4,1
74163,2,5,2,5,2,5,2,2,5,2,2,2,3,3,5,2,3,2,2,2,2
74215,2,3,2,3,2,4,2,2,2,2,2,2,4,2,5,2,2,2,2,2,3
74220,3,6,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,4,3,5
74246,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
74254,5,6,2,5,2,6,1,4,1,4,2,2,5,2,6,2,4,1,1,2,6
74279,1,6,1,5,3,6,6,2,2,3,2,1,4,2,6,2,5,2,1,5,3
74286,2,2,3,3,3,3,3,2,5,2,2,2,3,5,2,2,2,2,5,5,2
74297,1,2,3,1,1,2,5,4,6,2,1,2,1,1,5,1,2,2,1,1,2
74326,1,6,1,4,1,1,5,1,3,3,2,2,2,2,4,2,2,3,3,1,3
74343,4,5,4,4,2,2,5,2,2,4,2,3,1,1,5,3,1,1,4,2,4
74353,2,2,3,2,2,1,2,2,2,1,1,2,1,2,1,1,2,1,3,1,1
74423,4,3,3,3,2,3,3,5,5,2,3,2,3,1,1,2,3,2,5,2,1
74424,4,4,3,3,4,5,3,4,3,4,3,3,4,3,5,2,3,3,3,2,5
74433,5,4,1,3,3,5,1,1,1,3,1,1,1,1,5,2,1,1,1,5,5
74436,1,3,1,2,2,2,1,1,2,2,2,2,2,2,3,1,2,2,2,1,4
74448,6,4,4,2,2,4,3,2,3,3,2,1,3,3,4,4,2,2,2,3,4
74514,1,6,1,1,1,1,1,1,5,6,6,1,1,6,1,1,1,1,1,1,1
74539,2,4,1,5,2,4,3,2,2,4,2,1,4,2,5,2,3,2,2,2,4
74549,2,4,1,4,2,1,4,1,2,3,3,1,3,4,3,1,5,1,1,2,4
74566,3,5,2,3,3,4,2,2,2,4,4,2,5,3,5,2,6,2,2,2,5
74599,3,4,2,2,1,5,3,1,3,4,2,1,3,1,6,2,2,1,2,2,4
74609,1,4,4,5,3,4,3,3,4,2,3,4,1,2,3,2,2,2,2,2,2
74617,4,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,3,3
74643,4,5,3,4,5,4,4,4,3,5,4,2,4,3,3,2,5,3,3,3,4
74657,3,4,2,4,1,3,88,4,1,1,5,1,2,1,5,3,2,4,1,1,4
74678,3,3,1,2,1,4,2,1,1,1,1,1,1,1,3,1,1,1,2,1,2
74684,6,6,1,6,1,5,1,1,1,3,1,1,4,1,6,1,1,1,1,3,6
74691,2,3,2,2,2,2,4,2,3,2,2,2,2,2,3,2,2,2,1,1,2
74696,2,3,2,2,2,5,2,2,2,3,2,2,2,3,2,2,2,2,2,2,5
74743,2,5,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,5
74816,1,3,3,3,5,5,4,2,3,3,1,3,4,5,6,4,4,3,4,5,5
74876,4,88,3,3,2,3,88,3,4,3,3,2,4,3,77,1,1,2,2,3,4
74880,2,6,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,3
74901,2,5,5,3,4,3,4,4,4,4,4,2,2,3,5,2,4,4,3,4,3
74949,2,5,2,2,2,3,3,2,2,3,2,2,3,2,5,2,3,2,2,2,2
74951,3,5,1,3,4,4,2,2,4,2,5,2,4,4,3,1,3,4,2,4,2
74986,3,5,2,3,2,5,5,2,5,2,2,2,3,2,5,2,2,2,2,2,2
74998,6,4,5,2,2,5,3,5,4,4,2,4,3,2,5,3,2,4,4,2,5
75009,3,1,1,2,2,2,2,2,5,1,2,2,2,1,2,2,2,1,3,3,2
75026,1,4,1,3,1,3,6,1,5,1,1,1,2,2,3,4,6,1,1,1,2
75036,1,1,1,1,1,3,3,2,3,1,1,1,1,1,4,1,1,1,1,3,5
75065,5,5,2,5,2,5,5,4,2,5,5,3,5,1,5,2,5,2,2,2,4
75101,5,3,2,4,3,3,2,4,4,4,2,2,4,4,2,2,3,3,3,2,3
75144,3,4,2,2,1,5,5,2,3,2,3,2,2,1,5,2,2,2,2,2,4
75208,2,2,2,2,2,3,3,3,3,1,2,1,1,2,1,2,1,1,3,2,1
75209,5,5,88,4,3,5,77,3,4,3,4,2,3,3,6,1,1,1,2,3,6
75331,4,4,2,3,1,4,3,1,1,2,2,2,3,1,4,1,3,1,3,2,4
75356,2,3,3,3,4,1,4,2,4,3,3,1,2,4,1,2,3,1,1,1,1
75373,2,5,1,3,2,2,5,2,5,3,1,1,2,2,3,1,2,2,3,3,5
75406,3,1,2,2,2,3,2,2,2,2,2,1,2,1,5,2,1,1,1,1,4
75413,4,5,2,4,1,4,2,1,2,3,3,2,3,2,5,2,4,2,3,3,3
75414,2,5,2,2,2,2,5,5,5,2,2,2,2,2,5,2,2,2,2,2,2
75443,5,4,2,4,3,4,1,4,2,1,2,2,4,1,5,2,4,2,5,1,4
75451,1,4,1,6,2,1,5,1,1,3,1,1,5,1,2,1,4,1,1,1,4
75547,2,5,1,5,2,3,3,2,2,4,5,3,5,1,5,2,4,1,1,1,3
75568,4,1,2,2,2,2,2,2,2,2,2,2,2,1,5,2,3,2,2,2,2
75599,2,3,2,1,5,4,3,4,6,3,1,4,2,5,3,3,2,6,3,5,2
75625,4,4,88,4,3,5,88,3,4,3,4,2,4,3,5,1,1,2,3,2,6
75661,1,4,1,3,1,4,5,1,4,2,4,2,3,1,5,1,1,1,1,2,5
75728,4,4,2,3,1,4,6,2,4,3,1,1,3,2,5,2,2,1,2,2,4
75731,4,4,4,4,4,4,4,4,2,5,4,4,2,2,6,2,2,2,2,1,6
75811,1,2,1,1,1,3,2,1,1,2,1,1,1,2,4,1,1,1,1,1,1
75816,5,5,2,5,2,5,3,2,1,4,2,2,4,2,4,2,5,2,2,2,2
75868,1,5,1,1,1,1,1,1,4,2,1,1,4,2,2,1,4,1,1,1,1
75898,4,4,3,3,3,3,4,4,3,3,4,2,2,2,3,3,4,3,4,3,2
75951,1,6,1,5,1,1,3,1,3,2,1,1,3,1,5,2,5,1,1,1,1
75991,2,4,1,1,1,2,5,2,5,3,1,2,1,5,2,3,2,1,3,5,3
76011,3,5,2,2,3,3,2,2,3,4,3,3,3,3,3,2,2,2,2,2,3
76030,2,4,2,2,1,4,2,2,2,2,2,2,2,1,4,2,2,2,2,2,4
76079,3,3,4,2,2,2,5,5,3,4,2,2,2,4,2,3,1,1,1,2,2
76098,1,3,1,4,1,1,3,1,1,1,1,2,3,1,4,1,4,1,2,3,1
76159,5,4,2,3,1,3,5,2,4,2,1,3,2,3,4,2,2,1,3,3,2
76161,5,5,3,2,2,6,3,3,4,5,1,2,3,1,6,1,2,2,2,1,6
76207,1,2,1,2,1,2,2,3,2,2,3,2,2,1,2,2,2,2,1,1,2
76211,3,4,2,1,1,2,6,3,5,4,1,2,1,1,3,4,1,1,5,4,2
76219,5,5,2,3,2,3,3,2,3,2,2,3,5,2,5,2,3,1,2,2,2
76276,2,6,2,5,3,4,3,1,2,5,3,4,3,1,5,1,4,1,2,4,6
76310,1,1,1,1,1,1,1,1,5,3,1,1,1,1,5,1,1,1,1,5,3
76376,5,5,5,5,1,5,2,3,3,3,2,3,3,2,5,4,2,3,1,3,4
76402,2,3,1,3,2,4,3,2,2,2,2,1,2,2,5,2,3,2,3,2,3
76416,2,6,1,6,4,2,2,2,2,3,2,1,4,2,5,3,3,2,1,1,5
76448,2,4,1,5,2,6,4,2,1,5,4,5,2,5,5,1,4,2,1,2,5
76452,2,6,1,4,1,2,1,6,2,2,88,1,5,88,6,1,88,1,88,88,88
76465,2,5,3,5,2,5,5,2,2,5,5,2,4,2,6,2,5,4,2,2,4
76475,2,5,1,3,2,3,3,2,2,4,3,2,3,2,5,2,4,2,2,2,5
76477,2,4,1,5,1,3,3,1,2,2,1,2,88,1,6,3,6,1,1,3,3
76499,3,6,1,5,4,6,2,1,1,5,4,2,5,2,6,1,5,2,2,5,5
76518,3,5,2,3,2,3,2,2,2,2,2,2,3,1,3,1,5,2,3,1,3
76521,4,5,2,3,3,3,5,3,5,3,2,3,2,2,3,4,3,3,2,4,4
76535,3,3,3,3,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2
76565,1,5,1,5,1,3,2,1,5,3,1,1,5,2,5,2,5,1,1,1,1
76566,1,5,2,2,1,3,2,2,2,2,2,2,2,2,5,2,2,2,2,2,4
76590,3,3,3,3,3,3,3,2,2,4,4,3,2,2,2,2,3,3,2,2,3
76596,2,5,2,2,2,3,3,3,1,2,3,4,3,2,2,1,2,2,2,1,4
76607,6,6,2,6,2,6,2,2,2,4,2,2,6,4,6,2,5,3,3,2,3
76622,1,6,3,2,5,2,5,1,2,4,2,2,2,2,2,3,5,3,2,3,3
76638,1,3,1,2,1,5,3,1,3,2,2,1,2,1,5,1,1,1,1,2,3
76682,1,6,3,3,4,5,2,3,4,3,2,1,2,4,2,3,3,5,2,5,3
76687,2,5,2,2,2,2,2,2,2,5,5,2,2,2,5,2,2,2,2,2,2
76801,3,6,1,3,1,5,4,2,1,4,1,1,4,2,6,1,3,1,1,2,5
76829,2,4,1,1,3,1,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1
76874,4,3,3,4,4,3,3,4,3,4,4,3,4,4,4,3,3,3,3,2,3
76902,3,5,1,5,1,6,5,2,3,4,1,1,4,2,6,1,4,1,1,3,6
76934,1,2,4,5,5,2,3,3,3,2,4,4,1,4,2,4,1,2,4,4,1
76993,3,5,2,5,2,5,2,2,2,3,2,2,4,2,5,2,2,2,2,3,5
77027,1,2,1,2,1,2,3,1,3,1,1,1,1,1,3,2,3,2,3,2,2
77094,2,5,1,2,1,5,3,3,3,5,2,1,3,2,5,2,4,2,1,2,4
77137,1,4,1,3,1,5,5,1,2,1,1,1,2,1,6,2,5,1,1,3,1
77141,2,1,5,3,5,2,6,2,2,2,5,2,2,2,2,3,2,5,2,6,6
77148,2,3,1,2,2,4,3,2,3,3,3,2,2,2,5,2,3,2,2,2,2
77159,4,3,6,3,5,3,6,3,3,3,4,3,3,3,3,2,6,3,5,4,4
77166,5,5,2,5,2,6,2,3,2,6,5,2,6,2,6,2,5,3,2,1,3
77183,2,5,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4
77197,6,6,1,6,1,6,6,2,2,5,5,3,5,2,6,1,2,3,3,1,6
77199,1,5,1,4,1,1,5,1,1,1,1,1,1,1,5,1,3,1,1,1,5
77202,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,4,4,3
77206,2,3,2,3,4,2,3,2,5,1,2,1,2,2,4,2,4,2,1,1,4
77208,2,4,3,4,3,5,4,4,3,3,3,4,5,4,5,3,3,3,4,3,4
77291,1,5,4,3,4,2,3,1,5,1,2,1,3,2,2,2,5,2,1,5,3
77293,3,3,2,3,2,2,3,3,3,2,2,3,2,2,3,2,2,2,2,2,2
77322,2,5,2,3,2,5,2,2,2,4,2,2,3,3,4,3,2,2,2,2,2
77337,6,6,1,4,1,6,2,2,1,5,4,2,4,1,6,1,2,2,1,1,6
77345,2,5,2,3,2,5,2,2,2,2,1,2,5,2,5,2,5,2,2,2,3
77348,4,3,1,3,1,2,3,1,3,3,1,2,2,2,2,1,2,1,1,2,3
77404,2,4,3,2,3,2,2,1,1,2,1,1,1,1,4,2,5,1,1,3,4
77418,5,3,4,4,4,4,4,4,3,4,4,3,4,4,6,1,3,3,3,3,3
77466,1,5,6,4,1,1,5,4,3,5,2,3,4,5,77,77,77,77,77,77,77
77487,3,6,1,5,2,5,2,2,4,5,2,3,5,2,5,2,5,2,2,2,5
77523,4,1,5,1,5,5,5,4,5,3,2,3,2,5,2,4,5,4,5,5,4
77538,5,6,2,4,2,6,2,2,1,4,4,2,4,2,5,1,3,2,4,1,5
77583,1,3,1,2,1,3,5,1,2,2,1,1,1,1,4,1,4,1,2,2,3
77604,2,4,1,3,1,2,5,2,4,2,2,2,2,2,5,2,3,2,2,3,4
77606,4,5,1,4,2,5,3,2,1,3,2,2,3,1,5,2,4,2,2,1,5
77625,3,6,2,5,2,4,3,2,2,3,3,3,5,2,6,2,4,2,2,5,4
77632,5,3,2,3,2,6,4,3,2,3,3,3,4,3,6,1,2,3,2,3,6
77689,1,6,1,4,3,1,5,1,4,1,1,1,4,1,2,2,5,1,1,2,4
77701,6,5,4,4,3,5,88,3,2,5,3,2,5,3,6,1,1,1,2,2,6
77734,5,4,2,4,2,1,2,1,2,4,4,3,4,1,5,2,4,1,4,1,6
77744,3,3,3,3,3,5,3,2,3,2,2,2,2,2,3,2,2,2,2,2,4
77766,4,4,3,3,1,6,4,4,3,4,3,3,4,1,5,1,2,2,2,1,6
77794,2,5,2,3,2,4,3,1,2,2,1,3,3,3,5,3,3,2,2,3,4
77806,2,6,2,2,1,2,4,3,1,2,2,1,3,2,4,2,3,2,2,2,3
77833,1,5,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
77837,3,6,2,5,6,5,5,2,1,2,1,1,5,2,4,1,6,1,1,2,5
77853,88,5,2,88,2,5,88,2,2,5,5,5,5,2,5,2,2,88,2,88,6
77868,2,5,2,5,2,5,2,2,2,5,5,1,5,2,6,2,5,1,1,2,5
77869,5,2,1,2,1,6,1,4,1,5,1,2,1,1,6,1,1,3,5,1,4
77872,5,5,2,4,2,5,3,2,3,2,3,3,3,1,5,2,3,3,2,2,4
77992,2,3,2,3,2,2,2,4,3,3,2,2,2,2,6,3,3,2,3,3,2
78009,3,5,2,5,2,3,3,2,2,2,2,2,2,2,3,2,5,2,3,3,3
78011,3,4,3,4,4,1,3,4,2,2,3,4,2,2,1,2,3,2,3,2,1
78023,2,5,2,5,1,2,1,1,2,5,2,2,5,2,5,2,2,2,1,2,4
78067,5,5,3,3,2,5,88,2,3,4,2,2,3,4,6,2,2,1,2,3,5
78086,2,4,1,2,2,1,4,2,3,3,3,2,1,2,4,4,3,1,1,4,4
78100,4,5,3,5,3,2,5,4,1,2,5,4,5,4,1,2,5,4,4,3,5
78103,3,5,3,4,5,5,5,3,2,5,3,2,3,2,5,3,4,2,3,1,6
78140,1,4,2,3,3,2,4,1,1,2,2,1,3,1,2,2,2,1,2,1,2
78164,3,6,1,3,1,4,2,1,2,3,2,1,5,1,5,2,2,1,2,2,5
78224,5,5,2,4,2,5,4,3,5,4,2,4,5,2,5,3,3,4,2,2,5
78230,3,5,1,5,3,2,5,1,5,2,2,2,6,4,6,1,6,1,1,5,3
78235,2,3,2,2,2,4,2,2,2,2,2,2,3,2,5,3,2,2,4,3,4
78255,2,5,2,4,2,5,5,2,2,2,2,2,5,2,5,2,2,2,2,2,2
78269,3,3,3,3,3,2,2,3,3,4,4,2,3,3,4,2,2,2,2,2,4
78277,3,6,1,6,1,3,3,1,3,1,1,1,3,1,6,1,1,1,1,1,3
78323,3,3,3,2,2,2,2,3,2,2,2,3,2,2,2,3,3,2,2,3,2
78354,1,5,1,2,1,5,6,1,1,1,1,1,1,1,5,1,1,1,1,3,5
78369,3,4,2,5,2,3,2,3,3,4,2,2,3,2,5,2,4,3,2,2,3
78375,5,5,5,5,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2
78500,4,5,3,3,2,3,4,2,4,3,2,3,3,4,3,4,4,3,3,4,2
